PRODUTO;DESCRICAO;LOTE MINIMO;PRECO (R$);%ICMS;%IPI;IPI (R$)
SBM630230;BOB MINIMA TENSAO 230V~ FR 630A 3P/4P;1;R$ 157,22;4;9,75;R$ 15,32
SBM160400;BOB MINIMA TENSAO 400V~ FR 160A 3P/4P;1;R$ 106,07;4;9,75;R$ 10,34
SBM250400;BOB MINIMA TENSAO 400V~ FR 250A 3P/4P;1;R$ 120,93;4;9,75;R$ 11,79
SBM630400;BOB MINIMA TENSAO 400V~ FR 630A 3P/4P;1;R$ 204,37;4;9,75;R$ 19,92
SUV1250M;BOBIN MIN TENS 230V FRAME 1250 50/60HZ E;1;R$ 59,58;4;9,75;R$ 5,80
SUV1600M;BOBIN MIN TENS 230V FRAME 1600 50/60HZ E;1;R$ 468,86;4;9,75;R$ 45,71
SUV1250Q;BOBIN MIN TENS 400V FRAME 1250 50/60HZ E;1;R$ 14,73;4;9,75;R$ 1,43
SUV1600Q;BOBIN MIN TENS 400V FRAME 1600 50/60HZ E;1;R$ 468,86;4;9,75;R$ 45,71
SDJUE1250M;BOBIN MIN TENS FRAME 1250 230V 50/60HZ LE;1;R$ 424,22;4;9,75;R$ 41,36
SDJUE1250Q;BOBIN MIN TENS FRAME 1250 400V 50/60HZ LE;1;R$ 424,22;4;9,75;R$ 41,36
SBA160230;BOBINA DISPARO 230V~ FRAME 160A 3P/4P;1;R$ 81,59;4;9,75;R$ 7,95
SBA250230;BOBINA DISPARO 230V~ FRAME 250A 3P/4P D;1;R$ 93,01;4;9,75;R$ 9,06
SBA630230;BOBINA DISPARO 230V~ FRAME 630A 3P/4P;1;R$ 157,22;4;9,75;R$ 15,32
SBA160400;BOBINA DISPARO 400V~ FRAME 160A 3P/4P;1;R$ 106,07;4;9,75;R$ 10,34
SBA250400;BOBINA DISPARO 400V~ FRAME 250A 3P/4P;1;R$ 120,93;4;9,75;R$ 11,79
SBA630400;BOBINA DISPARO 400V~ FRAME 630A 3P/4P;1;R$ 204,37;4;9,75;R$ 19,92
SBA160230W;BOBINA DISPARO C/ FIO 230V~ FRAME 160A D;1;R$ 81,59;4;9,75;R$ 7,95
SBA250230W;BOBINA DISPARO C/ FIO 230V~ FRAME 250A D;1;R$ 96,57;4;9,75;R$ 9,41
SBA630230W;BOBINA DISPARO C/ FIO 230V~ FRAME 400/630A D;1;R$ 157,22;4;9,75;R$ 15,32
SBA160400W;BOBINA DISPARO C/ FIO 400V~ FRAME 160A D;1;R$ 106,07;4;9,75;R$ 10,34
SBA250400W;BOBINA DISPARO C/ FIO 400V~ FRAME 250A D;1;R$ 125,55;4;9,75;R$ 12,24
SBA630400W;BOBINA DISPARO C/ FIO 400V~ FRAME 400/630A D;1;R$ 204,37;4;9,75;R$ 19,92
SDJYD100M;BOBINA DISPARO FRAME 100 230VCA LD;1;R$ 48,26;4;9,75;R$ 4,70
SDJYD100BC;BOBINA DISPARO FRAME 100 24VCC LD;1;R$ 55,84;4;9,75;R$ 5,44
SDJYE100M;BOBINA DISPARO FRAME 100 3P/4P 230VCA LE;1;R$ 55,74;4;9,75;R$ 5,43
SDJYE100BC;BOBINA DISPARO FRAME 100 3P/4P 24VCC LE;1;R$ 53,24;4;9,75;R$ 5,19
SDJYE100Q;BOBINA DISPARO FRAME 100 3P/4P 400VCA LE;1;R$ 53,24;4;9,75;R$ 5,19
SDJYD100Q;BOBINA DISPARO FRAME 100 400VCA LD;1;R$ 54,47;4;9,75;R$ 5,31
SDJYD1250BC;BOBINA DISPARO FRAME 1250 24VCC LD;1;R$ 447,51;4;9,75;R$ 43,63
SDJYD1250Q;BOBINA DISPARO FRAME 1250 400VCA LD;1;R$ 468,55;4;9,75;R$ 45,68
SDJYD1600M;BOBINA DISPARO FRAME 1600 230VCA LE;1;R$ 492,29;4;9,75;R$ 47,99
SDJYD1600BC;BOBINA DISPARO FRAME 1600 24VCC LE;1;R$ 492,29;4;9,75;R$ 47,99
SDJYD1600Q;BOBINA DISPARO FRAME 1600 400VCA LE;1;R$ 492,29;4;9,75;R$ 47,99
SDJYD250M;BOBINA DISPARO FRAME 250 230VCA LD;1;R$ 64,30;4;9,75;R$ 6,26
SDJYD250BC;BOBINA DISPARO FRAME 250 24VCC LD;1;R$ 58,11;4;9,75;R$ 5,66
SDJYE250M;BOBINA DISPARO FRAME 250 3P/4P 230VCA LE;1;R$ 58,09;4;9,75;R$ 5,66
SDJYE250BC;BOBINA DISPARO FRAME 250 3P/4P 24VCC LE;1;R$ 55,85;4;9,75;R$ 5,44
SDJYE250Q;BOBINA DISPARO FRAME 250 3P/4P 400VCA LE;1;R$ 56,98;4;9,75;R$ 5,55
SDJYD250Q;BOBINA DISPARO FRAME 250 400VCA LD;1;R$ 54,72;4;9,75;R$ 5,33
SDJYD400M;BOBINA DISPARO FRAME 400 230VCA LD;1;R$ 138,25;4;9,75;R$ 13,47
SDJYD400BC;BOBINA DISPARO FRAME 400 24VCC LD;1;R$ 95,36;4;9,75;R$ 9,29
SDJYE400M;BOBINA DISPARO FRAME 400 3P/4P 230VCA LE;1;R$ 141,82;4;9,75;R$ 13,82
SDJYE400BC;BOBINA DISPARO FRAME 400 3P/4P 24VCC LE;1;R$ 105,99;4;9,75;R$ 10,33
SDJYE400Q;BOBINA DISPARO FRAME 400 3P/4P 400VCA LE;1;R$ 127,64;4;9,75;R$ 12,44
SDJYD400Q;BOBINA DISPARO FRAME 400 400VCA LD;1;R$ 159,18;4;9,75;R$ 15,52
SDJYD63M;BOBINA DISPARO FRAME 63 230VCA LD;1;R$ 59,70;4;9,75;R$ 5,82
SDJYD63BC;BOBINA DISPARO FRAME 63 24VCC LD;1;R$ 50,14;4;9,75;R$ 4,88
SDJYD63Q;BOBINA DISPARO FRAME 63 400VCA LD;1;R$ 55,27;4;9,75;R$ 5,38
SDJYD630M;BOBINA DISPARO FRAME 630 230VCA LD;1;R$ 167,98;4;9,75;R$ 16,37
SDJYD630BC;BOBINA DISPARO FRAME 630 24VCC LD;1;R$ 106,77;4;9,75;R$ 10,41
SDJYE630M;BOBINA DISPARO FRAME 630 3P/4P 230VCA LE;1;R$ 141,21;4;9,75;R$ 13,76
SDJYE630BC;BOBINA DISPARO FRAME 630 3P/4P 24VCC LE;1;R$ 148,16;4;9,75;R$ 14,44
SDJYE630Q;BOBINA DISPARO FRAME 630 3P/4P 400VCA LE;1;R$ 154,82;4;9,75;R$ 15,09
SDJYD630Q;BOBINA DISPARO FRAME 630 400VCA LD;1;R$ 95,36;4;9,75;R$ 9,29
SDJYD800M;BOBINA DISPARO FRAME 800 230VCA LD;1;R$ 206,82;4;9,75;R$ 20,16
SDJYD800BC;BOBINA DISPARO FRAME 800 24VCC LD;1;R$ 239,33;4;9,75;R$ 23,33
SDJYE800M;BOBINA DISPARO FRAME 800 3P/4P 230VCA LE;1;R$ 210,88;4;9,75;R$ 20,56
SDJYE800BC;BOBINA DISPARO FRAME 800 3P/4P 24VCC LE;1;R$ 182,57;4;9,75;R$ 17,80
SDJYE800Q;BOBINA DISPARO FRAME 800 3P/4P 400VCA LE;1;R$ 173,24;4;9,75;R$ 16,89
SDJYD800Q;BOBINA DISPARO FRAME 800 400VCA LD;1;R$ 152,91;4;9,75;R$ 14,90
SUV225M;BOBINA MIN TENS 230V FRAME 225 50/60HZ D;1;R$ 185,75;4;9,75;R$ 18,11
SDJUE100M;BOBINA MINIMA FRAME 100 3P/4P 230VCA LE;1;R$ 147,38;4;9,75;R$ 14,36
SDJUE100Q;BOBINA MINIMA FRAME 100 3P/4P 400VCA LE;1;R$ 154,76;4;9,75;R$ 15,08
SDJUE250M;BOBINA MINIMA FRAME 250 3P/4P 230VCA LE;1;R$ 145,88;4;9,75;R$ 14,22
SDJUE250Q;BOBINA MINIMA FRAME 250 3P/4P 400VCA LE;1;R$ 210,96;4;9,75;R$ 20,56
SDJUE400M;BOBINA MINIMA FRAME 400 3P/4P 230VCA LE;1;R$ 316,91;4;9,75;R$ 30,89
SDJUE400Q;BOBINA MINIMA FRAME 400 3P/4P 400VCA LE;1;R$ 305,83;4;9,75;R$ 29,81
SDJUE63M;BOBINA MINIMA FRAME 63 3P/4P 230VCA LE;1;R$ 85,00;4;9,75;R$ 8,28
SDJUE63Q;BOBINA MINIMA FRAME 63 3P/4P 400VCA LE;1;R$ 89,25;4;9,75;R$ 8,70
SDJUE630M;BOBINA MINIMA FRAME 630 3P/4P 230VCA LE;1;R$ 456,51;4;9,75;R$ 44,50
SDJUE630Q;BOBINA MINIMA FRAME 630 3P/4P 400VCA LE;1;R$ 328,23;4;9,75;R$ 32,00
SDJUE800M;BOBINA MINIMA FRAME 800 3P/4P 230VCA LE;1;R$ 455,08;4;9,75;R$ 44,37
SDJUD800Q;BOBINA MINIMA FRAME 800 3P/4P 400VCA LD;1;R$ 270,82;4;9,75;R$ 26,40
SDJUE800Q;BOBINA MINIMA FRAME 800 3P/4P 400VCA LE;1;R$ 455,42;4;9,75;R$ 44,40
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
SD160LOCK;CADEADO DISJ CX MOLD FRAME 160A;1;R$ 40,79;4;9,75;R$ 3,97
SD250LOCK;CADEADO DISJ CX MOLD FRAME 250A;1;R$ 46,52;4;9,75;R$ 4,53
SD630LOCK;CADEADO DISJ CX MOLD FRAME 400/630A;1;R$ 60,48;4;9,75;R$ 5,89
SD160CONTR;CONEXAO TRASEIRA FIXA FRAME 160A 3P 6PÇS;1;R$ 163,17;4;9,75;R$ 15,90
S4D160CONTR;CONEXAO TRASEIRA FIXA FRAME 160A 4P 8PÇS;1;R$ 212,13;4;9,75;R$ 20,68
SD250CONTR;CONEXAO TRASEIRA FIXA FRAME 250A 3P 6PÇS;1;R$ 241,87;4;9,75;R$ 23,58
S4D250CONTR;CONEXAO TRASEIRA FIXA FRAME 250A 4P 8PÇS;1;R$ 314,42;4;9,75;R$ 30,65
SD6300CONTR;CONEXAO TRASEIRA FIXA FRAME 400/630A 3P 6PÇS;1;R$ 1.078,54;4;9,75;R$ 105,15
S4D6300CONTR;CONEXAO TRASEIRA FIXA FRAME 400/630A 4P 8PÇS;1;R$ 1.402,11;4;9,75;R$ 136,70
SCAL160W;CONTATO ALARME C/ FIO FRAME 160A E;1;R$ 40,79;4;9,75;R$ 3,97
SCAL250W;CONTATO ALARME C/ FIO FRAME 250A E;1;R$ 46,52;4;9,75;R$ 4,53
SCAL630W;CONTATO ALARME C/ FIO FRAME 400/630A E;1;R$ 60,48;4;9,75;R$ 5,89
SDJLD100;CONTATO ALARME FRAME 100 1NA+1NF LD;1;R$ 23,85;4;9,75;R$ 2,32
SDJLE100;CONTATO ALARME FRAME 100 3P/4P 1NA+1NF LE;1;R$ 37,49;4;9,75;R$ 3,65
SDJLD1600;CONTATO ALARME FRAME 1600 1NA+1NF LD;1;R$ 86,53;4;9,75;R$ 8,43
SDJLD250;CONTATO ALARME FRAME 250 1NA+1NF LD;1;R$ 22,17;4;9,75;R$ 2,16
SDJLE250;CONTATO ALARME FRAME 250 3P/4P 1NA+1NF LE;1;R$ 30,44;4;9,75;R$ 2,96
SDJLD400;CONTATO ALARME FRAME 400 1NA+1NF LD;1;R$ 40,94;4;9,75;R$ 3,99
SDJLE400;CONTATO ALARME FRAME 400 3P/4P 1NA+1NF LE;1;R$ 41,12;4;9,75;R$ 4,00
SDJLD63;CONTATO ALARME FRAME 63 1NA+1NF LD;1;R$ 31,82;4;9,75;R$ 3,10
SDJLE63;CONTATO ALARME FRAME 63 3P/4P 1NA+1NF LE;1;R$ 31,81;4;9,75;R$ 3,10
SDJLD630;CONTATO ALARME FRAME 630 1NA+1NF LD;1;R$ 40,93;4;9,75;R$ 3,99
SDJLE630;CONTATO ALARME FRAME 630 3P/4P 1NA+1NF LE;1;R$ 41,12;4;9,75;R$ 4,00
SDJLE800;CONTATO ALARME FRAME 800 3P/4P 1NA+1NF LE;1;R$ 61,34;4;9,75;R$ 5,98
SDJXLD100;CONTATO AUX + ALARM FRAME 100 1NA+1NF LD;1;R$ 46,53;4;9,75;R$ 4,53
SDJXLE100;CONTATO AUX + ALARM FRAME 100 1NA+1NF LE;1;R$ 27,75;4;9,75;R$ 2,70
SDJXLD1600;CONTATO AUX + ALARM FRAME 1600 1NA+1NF LD;1;R$ 86,53;4;9,75;R$ 8,43
SDJXLD250;CONTATO AUX + ALARM FRAME 250 1NA+1NF LD;1;R$ 47,53;4;9,75;R$ 4,63
SDJXLE250;CONTATO AUX + ALARM FRAME 250 1NA+1NF LE;1;R$ 49,12;4;9,75;R$ 4,78
SDJXLD400;CONTATO AUX + ALARM FRAME 400 1NA+1NF LD;1;R$ 54,47;4;9,75;R$ 5,31
SDJXLE400;CONTATO AUX + ALARM FRAME 400 1NA+1NF LE;1;R$ 54,47;4;9,75;R$ 5,31
SDJXLD63;CONTATO AUX + ALARM FRAME 63 1NA+1NF LD;1;R$ 46,52;4;9,75;R$ 4,53
SDJXLE63;CONTATO AUX + ALARM FRAME 63 1NA+1NF LE;1;R$ 42,00;4;9,75;R$ 4,09
SDJXLD630;CONTATO AUX + ALARM FRAME 630 1NA+1NF LD;1;R$ 54,47;4;9,75;R$ 5,31
SDJXLE630;CONTATO AUX + ALARM FRAME 630 1NA+1NF LE;1;R$ 54,47;4;9,75;R$ 5,31
SDJXLE800;CONTATO AUX + ALARM FRAME 800 1NA+1NF LE;1;R$ 113,98;4;9,75;R$ 11,11
SDJX2D1250;CONTATO AUX DUPLO FRAME 1250 2NA+2NF LD;1;R$ 86,53;4;3,25;R$ 2,81
SDJX2E1250;CONTATO AUX DUPLO FRAME 1250 2NA+2NF LE;1;R$ 76,12;4;3,25;R$ 2,47
SDJX2D1600;CONTATO AUX DUPLO FRAME 1600 2NA+2NF LD;1;R$ 86,53;4;3,25;R$ 2,81
SDJX2D800;CONTATO AUX DUPLO FRAME 800 2NA+2NF LD;1;R$ 46,72;4;3,25;R$ 1,51
SDJX2E800;CONTATO AUX DUPLO FRAME 800 3P/4P 2NA+2NF LE;1;R$ 85,03;4;3,25;R$ 2,76
SAC100;CONTATO AUXILIAR 1NA+1NF MARKIS FRAME 100 LD;1;R$ 7,09;4;3,25;R$ 0,23
SDJXD100;CONTATO AUXILIAR FRAME 100 1NA+1NF LD;1;R$ 25,88;4;3,25;R$ 0,84
SDJXE100;CONTATO AUXILIAR FRAME 100 3P/4P 1NA+1NF LE;1;R$ 28,89;4;3,25;R$ 0,93
SDJXD250;CONTATO AUXILIAR FRAME 250 1NA+1NF LD;1;R$ 34,56;4;3,25;R$ 1,12
SDJXE250;CONTATO AUXILIAR FRAME 250 3P/4P 1NA+1NF LE;1;R$ 35,45;4;3,25;R$ 1,15
SDJXD400;CONTATO AUXILIAR FRAME 400 1NA+1NF LD;1;R$ 36,89;4;3,25;R$ 1,19
SDJXE400;CONTATO AUXILIAR FRAME 400 3P/4P 1NA+1NF LE;1;R$ 40,80;4;3,25;R$ 1,32
SDJXD63;CONTATO AUXILIAR FRAME 63 1NA+1NF LD;1;R$ 23,93;4;3,25;R$ 0,77
SDJXE63;CONTATO AUXILIAR FRAME 63 3P/4P 1NA+1NF LE;1;R$ 26,76;4;3,25;R$ 0,86
SDJXD630;CONTATO AUXILIAR FRAME 630 1NA+1NF LD;1;R$ 39,38;4;3,25;R$ 1,27
SDJXE630;CONTATO AUXILIAR FRAME 630 3P/4P 1NA+1NF LE;1;R$ 41,03;4;3,25;R$ 1,33
SDJXD800;CONTATO AUXILIAR FRAME 800 1NA+1NF LD;1;R$ 51,29;4;3,25;R$ 1,66
SDJXE800;CONTATO AUXILIAR FRAME 800 3P/4P 1NA+1NF LE;1;R$ 53,57;4;3,25;R$ 1,74
SCAL160;CONTATO DE ALARME FRAME 160A;1;R$ 40,79;4;9,75;R$ 3,97
SCAL250;CONTATO DE ALARME FRAME 250A;1;R$ 46,52;4;9,75;R$ 4,53
SCAL630;CONTATO DE ALARME FRAME 630A;1;R$ 60,48;4;9,75;R$ 5,89
SDJ1600H1600EPF;DISJ CX MOLD 1600N ELETRONICO 3P BA BF MN MO PF;1;R$ 5.520,77;4;6,5;R$ 358,85
SDJ1600H1000;DISJ CX MOLD ASGARD FRAME 1600N 1000A 3P 40C;1;R$ 2.865,57;4;6,5;R$ 186,26
SDJ1600H1250;DISJ CX MOLD ASGARD FRAME 1600N 1250A 3P 40C;1;R$ 2.865,57;4;6,5;R$ 186,26
SDJ1600H1600;DISJ CX MOLD ASGARD FRAME 1600N 1600A 3P 40C;1;R$ 3.152,13;4;6,5;R$ 204,88
SDJ1600H1600E;DISJ CX MOLD ASGARD FRAME 1600N ELETRONICO 3P;1;R$ 4.884,06;4;6,5;R$ 317,46
S4DJ1600H1600E;DISJ CX MOLD ASGARD FRAME 1600N ELETRONICO 4P;1;R$ 6.349,28;4;6,5;R$ 412,70
SD160M100;DISJ CX MOLD ASGARD M100 160A 3P MAG.AJ 400/415V;1;R$ 244,14;4;6,5;R$ 15,86
S4D160M100;DISJ CX MOLD ASGARD M100 160A 4P MAG.AJ 400/415V;1;R$ 288,20;4;6,5;R$ 18,73
SD160M125;DISJ CX MOLD ASGARD M125 160A 3P MAG.AJ 400/415V;1;R$ 313,21;4;6,5;R$ 20,35
S4D160M125;DISJ CX MOLD ASGARD M125 160A 4P MAG.AJ 400/415V;1;R$ 429,73;4;6,5;R$ 27,93
SD160M140;DISJ CX MOLD ASGARD M140 160A 3P MAG.AJ 400/415V;1;R$ 313,21;4;6,5;R$ 20,35
S4D160M140;DISJ CX MOLD ASGARD M140 160A 4P MAG.AJ 400/415V;1;R$ 602,38;4;6,5;R$ 39,15
SD250M140;DISJ CX MOLD ASGARD M140 250A 3P MAG.AJ 400/415V;1;R$ 339,10;4;6,5;R$ 22,04
S4D250M140;DISJ CX MOLD ASGARD M140 250A 4P MAG.AJ 400/415V;1;R$ 696,95;4;6,5;R$ 45,30
SD160M160;DISJ CX MOLD ASGARD M160 160A 3P MAG.AJ 400/415V;1;R$ 313,21;4;6,5;R$ 20,35
S4D160M160;DISJ CX MOLD ASGARD M160 160A 4P MAG.AJ 400/415V;1;R$ 696,95;4;6,5;R$ 45,30
SD250M160;DISJ CX MOLD ASGARD M160 250A 3P MAG.AJ 400/415V;1;R$ 339,10;4;6,5;R$ 22,04
S4D250M160;DISJ CX MOLD ASGARD M160 250A 4P MAG.AJ 400/415V;1;R$ 781,61;4;6,5;R$ 50,80
SD250M200;DISJ CX MOLD ASGARD M200 250A 3P MAG.AJ 400/415V;1;R$ 548,00;4;6,5;R$ 35,62
S4D250M200;DISJ CX MOLD ASGARD M200 250A 4P MAG.AJ 400/415V;1;R$ 781,61;4;6,5;R$ 50,80
SD250M250;DISJ CX MOLD ASGARD M250 250A 3P MAG.AJ 400/415V;1;R$ 548,00;4;6,5;R$ 35,62
S4D250M250;DISJ CX MOLD ASGARD M250 250A 4P MAG.AJ 400/415V;1;R$ 781,61;4;6,5;R$ 50,80
SD160M63;DISJ CX MOLD ASGARD M63 160A 3P MAG.AJ 400/415V;1;R$ 179,25;4;6,5;R$ 11,65
S4D160M63;DISJ CX MOLD ASGARD M63 160A 4P MAG.AJ 400/415V;1;R$ 269,49;4;6,5;R$ 17,51
SD160M80;DISJ CX MOLD ASGARD M80 160A 3P MAG.AJ 400/415V;1;R$ 244,14;4;6,5;R$ 15,86
S4D160M80;DISJ CX MOLD ASGARD M80 160A 4P MAG.AJ 400/415V;1;R$ 288,20;4;6,5;R$ 18,73
S4D160TM100;DISJ CX MOLD ASGARD T100 160A 4P TERM.AJ 400/415V;1;R$ 336,87;4;6,5;R$ 21,89
S4D160TM125;DISJ CX MOLD ASGARD T125 160A 4P TERM.AJ 400/415V;1;R$ 674,18;4;6,5;R$ 43,82
SD160TM140;DISJ CX MOLD ASGARD T140 160A 3P TERM.AJ 400/415V;1;R$ 331,96;4;6,5;R$ 21,57
S4D160TM140;DISJ CX MOLD ASGARD T140 160A 4P TERM.AJ 400/415V;1;R$ 674,18;4;6,5;R$ 43,82
SD250TM140;DISJ CX MOLD ASGARD T140 250A 3P TERM.AJ 400/415V;1;R$ 384,03;4;6,5;R$ 24,96
S4D160TM160;DISJ CX MOLD ASGARD T160 160A 4P TERM.AJ 400/415V;1;R$ 786,75;4;6,5;R$ 51,13
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
SD250TM160;DISJ CX MOLD ASGARD T160 250A 3P TERM.AJ 400/415V;1;R$ 384,03;4;6,5;R$ 24,96
SD400TM250;DISJ CX MOLD ASGARD T250 400A 3P TERM.AJ 400/415V;1;R$ 1.022,15;4;6,5;R$ 66,43
SD400TM320;DISJ CX MOLD ASGARD T320 400A 3P TERM.AJ 400/415V;1;R$ 1.022,15;4;6,5;R$ 66,43
SD630TM400;DISJ CX MOLD ASGARD T400 630A 3P TERM.AJ 400/415V;1;R$ 1.661,48;4;6,5;R$ 107,99
S4D630TM400;DISJ CX MOLD ASGARD T400 630A 4P TERM.AJ 400/415V;1;R$ 2.741,45;4;6,5;R$ 178,19
S4D160TM80;DISJ CX MOLD ASGARD T80 160A 4P TERM.AJ 400/415V;1;R$ 336,87;4;6,5;R$ 21,89
SD160TM100;DISJ CX MOLD ASGARD TM100 160A 3P TERM.AJ 400/415V;1;R$ 244,14;4;6,5;R$ 15,86
SD160TM125;DISJ CX MOLD ASGARD TM125 160A 3P TERM.AJ 400/415V;1;R$ 331,96;4;6,5;R$ 21,57
S4D250TM140;DISJ CX MOLD ASGARD TM140 250A 4P TERM.AJ 400/415V;1;R$ 786,75;4;6,5;R$ 51,13
SD160TM160;DISJ CX MOLD ASGARD TM160 160A 3P TERM.AJ 400/415V;1;R$ 331,96;4;6,5;R$ 21,57
S4D250TM160;DISJ CX MOLD ASGARD TM160 250A 4P TERM.AJ 400/415V;1;R$ 826,64;4;6,5;R$ 53,73
SD250TM200;DISJ CX MOLD ASGARD TM200 250A 3P TERM.AJ 400/415V;1;R$ 548,00;4;6,5;R$ 35,62
S4D250TM200;DISJ CX MOLD ASGARD TM200 250A 4P TERM.AJ 400/415V;1;R$ 904,21;4;6,5;R$ 58,77
SD160TM25;DISJ CX MOLD ASGARD TM25 160A 3P TERM.AJ 400/415V;1;R$ 179,25;4;6,5;R$ 11,65
S4D160TM25;DISJ CX MOLD ASGARD TM25 160A 4P TERM.AJ/MAG.FX;1;R$ 244,14;4;6,5;R$ 15,86
SD250TM250;DISJ CX MOLD ASGARD TM250 250A 3P TERM.AJ 400/415V;1;R$ 548,00;4;6,5;R$ 35,62
S4D250TM250;DISJ CX MOLD ASGARD TM250 250A 4P TERM.AJ 400/415V;1;R$ 904,21;4;6,5;R$ 58,77
S4D400TM250;DISJ CX MOLD ASGARD TM250 400A 4P TERM.AJ 400/415V;1;R$ 1.686,54;4;6,5;R$ 109,62
SD160TM32;DISJ CX MOLD ASGARD TM32 160A 3P TERM.AJ/MAG.FX;1;R$ 179,25;4;6,5;R$ 11,65
S4D160TM32;DISJ CX MOLD ASGARD TM32 160A 4P TERM.AJ/MAG.FX;1;R$ 244,14;4;6,5;R$ 15,86
S4D400TM320;DISJ CX MOLD ASGARD TM320 400A 4P TERM.AJ 400/415V;1;R$ 1.686,54;4;6,5;R$ 109,62
SD160TM40;DISJ CX MOLD ASGARD TM40 160A 3P TERM.AJ 400/415V;1;R$ 179,25;4;6,5;R$ 11,65
S4D160TM40;DISJ CX MOLD ASGARD TM40 160A 4P TERM.AJ 400/415V;1;R$ 244,14;4;6,5;R$ 15,86
SD400TM400;DISJ CX MOLD ASGARD TM400 400A 3P TERM.AJ 400/415V;1;R$ 1.143,02;4;6,5;R$ 74,29
S4D400TM400;DISJ CX MOLD ASGARD TM400 400A 4P TERM.AJ 400/415V;1;R$ 1.885,99;4;6,5;R$ 122,58
SD160TM50;DISJ CX MOLD ASGARD TM50 160A 3P TERM.AJ 400/415V;1;R$ 179,25;4;6,5;R$ 11,65
S4D160TM50;DISJ CX MOLD ASGARD TM50 160A 4P TERM.AJ/MAG.FX;1;R$ 244,14;4;6,5;R$ 15,86
SD630TM500;DISJ CX MOLD ASGARD TM500 630A 3P TERM.AJ 400/415V;1;R$ 1.661,48;4;6,5;R$ 107,99
S4D630TM500;DISJ CX MOLD ASGARD TM500 630A 4P TERM.AJ 400/415V;1;R$ 2.741,45;4;6,5;R$ 178,19
SD160TM63;DISJ CX MOLD ASGARD TM63 160A 3P TERM.AJ 400/415V;1;R$ 179,25;4;6,5;R$ 11,65
S4D160TM63;DISJ CX MOLD ASGARD TM63 160A 4P TERM.AJ 400/415V;1;R$ 336,87;4;6,5;R$ 21,89
SD630TM630;DISJ CX MOLD ASGARD TM630 630A 3P TERM.AJ 400/415V;1;R$ 1.661,48;4;6,5;R$ 107,99
S4D630TM630;DISJ CX MOLD ASGARD TM630 630A 4P TERM.AJ 400/415V;1;R$ 2.741,45;4;6,5;R$ 178,19
SD160TM80;DISJ CX MOLD ASGARD TM80 160A 3P TERM.AJ 400/415V;1;R$ 244,14;4;6,5;R$ 15,86
SDJH100;DISJ CX MOLD ASGARD TRIP 100A SERIE H100 690V;1;R$ 195,43;4;6,5;R$ 12,70
SDJS100;DISJ CX MOLD ASGARD TRIP 100A SERIE S100 690V;1;R$ 177,66;4;6,5;R$ 11,54
SDJH10;DISJ CX MOLD ASGARD TRIP 10A SERIE H63 690V;1;R$ 162,96;4;6,5;R$ 10,59
SDJS10;DISJ CX MOLD ASGARD TRIP 10A SERIE S63 690V;1;R$ 148,14;4;6,5;R$ 9,62
SDJS125KIT;DISJ CX MOLD ASGARD TRIP 125A;1;R$ 127,26;4;6,5;R$ 8,27
SDJH125;DISJ CX MOLD ASGARD TRIP 125A SERIE H250 690V;1;R$ 208,81;4;6,5;R$ 13,57
SDJS125;DISJ CX MOLD ASGARD TRIP 125A SERIE S250 690V;1;R$ 189,81;4;6,5;R$ 12,33
SDJH140;DISJ CX MOLD ASGARD TRIP 140A SERIE H250 690V;1;R$ 208,81;4;6,5;R$ 13,57
SDJS140;DISJ CX MOLD ASGARD TRIP 140A SERIE S250 690V;1;R$ 189,81;4;6,5;R$ 12,33
SDJS150KIT;DISJ CX MOLD ASGARD TRIP 150A;1;R$ 103,87;4;6,5;R$ 6,75
SDJS150;DISJ CX MOLD ASGARD TRIP 150A SERIE S250 690V;1;R$ 189,81;4;6,5;R$ 12,33
SDJH160;DISJ CX MOLD ASGARD TRIP 160A SERIE H250 690V;1;R$ 208,81;4;6,5;R$ 13,57
SDJS160;DISJ CX MOLD ASGARD TRIP 160A SERIE S250 690V;1;R$ 189,81;4;6,5;R$ 12,33
SDJH16;DISJ CX MOLD ASGARD TRIP 16A SERIE H63 690V;1;R$ 162,96;4;6,5;R$ 10,59
SDJS16;DISJ CX MOLD ASGARD TRIP 16A SERIE S63 690V;1;R$ 148,14;4;6,5;R$ 9,62
SDJH175;DISJ CX MOLD ASGARD TRIP 175A SERIE H250 690V;1;R$ 208,81;4;6,5;R$ 13,57
SDJS175;DISJ CX MOLD ASGARD TRIP 175A SERIE S250 690V;1;R$ 189,81;4;6,5;R$ 12,33
SDJH180;DISJ CX MOLD ASGARD TRIP 180A SERIE H250 690V;1;R$ 208,81;4;6,5;R$ 13,57
SDJS180;DISJ CX MOLD ASGARD TRIP 180A SERIE S250 690V;1;R$ 189,81;4;6,5;R$ 12,33
SDJH200;DISJ CX MOLD ASGARD TRIP 200A SERIE H250 690V;1;R$ 208,81;4;6,5;R$ 13,57
SDJS200;DISJ CX MOLD ASGARD TRIP 200A SERIE S250 690V;1;R$ 189,81;4;6,5;R$ 12,33
SDJH20;DISJ CX MOLD ASGARD TRIP 20A SERIE H63 690V;1;R$ 162,96;4;6,5;R$ 10,59
