PRODUTO;DESCRICAO;LOTE MINIMO;PRECO (R$);%ICMS;%IPI;IPI (R$)
SQ2000001;BOT MAX BOTTON S-Q2K PRN1/O PRN2/I PL41/42;1;R$ 104,90;7;9,75;R$ 10,22
SQ3000001;BOT MAX BOTTON S-Q3K PFN1R4 PRN5/F PRN8/F NA+NF;1;R$ 302,84;7;9,75;R$ 29,52
PLB12026;BOT PLB12K 10 OPERAÇÕES + AL + EMERG;1;R$ 1.031,48;7;9,75;R$ 100,56
SPFN1R4NF;BOT RET MAX BOTTON GIR-DEST VM + 1NF FLOW PACK;1;R$ 12,33;4;9,75;R$ 1,20
SPFN1R4FP;BOT RET MAX BOTTON GIR-DEST VM 40mm FLOW PACK;1;R$ 13,61;7;9,75;R$ 1,32
P02K;BOTOEIRA FURO P/ 2X22.5MM;1;R$ 32,62;4;9,75;R$ 3,18
PLB12K;BOTOEIRA MAX BOTTON 10xOPERACOES+ALARME+EMER;1;R$ 530,28;4;9,75;R$ 51,70
PL12K;BOTOEIRA MAX BOTTON 10xOPERACOES+ALARME+EMER;1;R$ 69,14;4;9,75;R$ 6,74
PLB06;BOTOEIRA MAX BOTTON 4xOPER+COM/ALARME+EMERG;1;R$ 740,53;7;3,25;R$ 24,06
PL05D2;BOTOEIRA MAX BOTTON 4xOPERAC+EMERG+2MOV-VELO;1;R$ 656,98;7;3,25;R$ 21,35
PL05;BOTOEIRA MAX BOTTON 4xOPERACOES + EMERG;1;R$ 738,22;7;3,25;R$ 23,99
PLB06K;BOTOEIRA MAX BOTTON 4xOPRECOES+EMERG+ALARME;1;R$ 329,62;4;9,75;R$ 32,13
PLB08D2;BOTOEIRA MAX BOTTON 6xOP+COM/ALAR+EMERG 2MOV;1;R$ 1.108,70;7;3,25;R$ 36,03
PLB08D6;BOTOEIRA MAX BOTTON 6xOP+COM/ALAR+EMERG 6MOV;1;R$ 1.128,90;4;3,25;R$ 36,68
PL08;BOTOEIRA MAX BOTTON 6xOPER+COM-ALAR+EMERG;1;R$ 1.248,96;7;3,25;R$ 40,59
PL07D2;BOTOEIRA MAX BOTTON 6xOPER+EMERG 2-MOV 2-VEL;1;R$ 1.083,32;7;3,25;R$ 35,20
SPL08K;BOTOEIRA MAX BOTTON 6xOPERACOES+ALARME+EMERG;1;R$ 432,00;4;9,75;R$ 42,12
PLB08K;BOTOEIRA MAX BOTTON 6xOPERACOES+ALARME+EMERG;1;R$ 449,03;4;9,75;R$ 43,78
PL10K;BOTOEIRA MAX BOTTON 8xOPERACOES+ALARME+EMERG;1;R$ 560,20;4;9,75;R$ 54,61
PLB10K;BOTOEIRA MAX BOTTON 8xOPERACOES+ALARME+EMERG;1;R$ 583,31;4;9,75;R$ 56,87
P031;BOTOEIRA MAX BOTTON EMERG SOB-DESCE 1NA;1;R$ 534,90;7;3,25;R$ 17,38
P03K;BOTOEIRA MAX BOTTON FURO 3X22.5MM;1;R$ 291,97;4;9,75;R$ 28,46
SPL05KS;BOTOEIRA MAX BOTTON FURO C/ 5X 22.5MM (STECK);1;R$ 365,89;4;9,75;R$ 35,67
PLB04K;BOTOEIRA MAX BOTTON FURO P/ 4x22.5mm;1;R$ 278,07;4;9,75;R$ 27,11
SPL00501I;CABECOTE IMPUL COMUN VD 22.5MM;1;R$ 5,20;4;9,75;R$ 0,50
SPL00521I;CABECOTE IMPUL DESCE PT 22.5mm;1;R$ 4,30;4;9,75;R$ 0,41
PL005020;CABECOTE IMPUL DESCE PT 22.5mm;1;R$ 23,92;4;3,25;R$ 0,77
SPL005010;CABECOTE IMPUL DIR BR 22.5mm;1;R$ 21,37;4;9,75;R$ 2,08
SPL005025;CABECOTE IMPUL ESQ PT 22.5mm;1;R$ 20,31;7;9,75;R$ 1,98
SPL005024;CABECOTE IMPUL ESQUERDA PT 22.5mm;1;R$ 20,31;7;9,75;R$ 1,98
SPL00531I;CABECOTE IMPUL LEFT ROTAT 22.5MM;1;R$ 4,30;4;9,75;R$ 0,41
SPL005005;CABECOTE IMPUL SOBE BR 22.5MM;1;R$ 22,50;4;9,75;R$ 2,19
SPL00504I;CABECOTE IMPUL SOBE BR 22.5mm;1;R$ 4,30;4;9,75;R$ 0,41
SPL00506I;CABECOTE IMPUL SOBE BR 22.5mm;1;R$ 4,30;4;9,75;R$ 0,41
SPL00537I;CABECOTE IMPUL VERM 22.5mm;1;R$ 4,30;4;9,75;R$ 0,41
SPL00503I;CABECOTE IMPULSAO ALARME AM 22.5MM MAX BOTTON;1;R$ 5,12;4;9,75;R$ 0,49
SPL005003;CABECOTE IMPULSAO ALARME AM 22.5mm Max Botton;1;R$ 23,91;7;9,75;R$ 2,33
SPL005014;CABECOTE IMPULSAO AVANCA BR 22.5mm Max Botton;1;R$ 4,05;4;9,75;R$ 0,39
SPL005002;CABECOTE IMPULSAO C/ ALARME VERDE 22.5MM;1;R$ 26,29;7;9,75;R$ 2,56
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
SPL005001;CABECOTE IMPULSAO COMUM VD 22.5mm Max Botton;1;R$ 3,76;4;9,75;R$ 0,36
PL005019;CABECOTE IMPULSAO DESCE PT 22.5MM MAX BOTTON;1;R$ 26,82;4;3,25;R$ 0,87
SPL005021;CABECOTE IMPULSAO DESCE PT 22.5mm Max Botton;1;R$ 5,27;4;9,75;R$ 0,51
PL005008;CABECOTE IMPULSAO DIR BR 22.5MM MAX BOTTON;1;R$ 24,14;7;3,25;R$ 0,78
SPL005036;CABECOTE IMPULSAO PRETO 22.5mm Max Botton;1;R$ 5,62;7;9,75;R$ 0,54
PL005027;CABECOTE IMPULSAO RECUAR PT 22.5mm Max Botton;1;R$ 28,51;7;3,25;R$ 0,92
SPL005004;CABECOTE IMPULSAO SOBE BR 22.5mm Max Botton;1;R$ 25,24;4;9,75;R$ 2,46
SPL005006;CABECOTE IMPULSAO SOBE BR 22.5mm Max Botton;1;R$ 5,21;4;9,75;R$ 0,50
PL005038;CABECOTE IMPULSAO VERDE 22.5mm Max Botton;1;R$ 25,42;7;3,25;R$ 0,82
SPL013001;CABECOTE SOCO GIR-DEST D30 VM C/ JANELA Max Botton;1;R$ 75,44;7;9,75;R$ 7,35
SDCP1;CAIXA BOTOEIRA BOX BOTTON 09 ATE 18A;1;R$ 25,17;4;9,75;R$ 2,45
SDCP2;CAIXA BOTOEIRA BOX BOTTON 25 ATE 32A;1;R$ 45,99;4;3,25;R$ 1,49
SLBCN;CAPA DE PROTECAO SLPDN IP65 MAX BOTTON;100;R$ 5,77;4;9,75;R$ 0,56
SLBCDFP;CAPA DE PROTECAO SLPDNR IP65 FLOW PACK;50;R$ 0,82;7;9,75;R$ 0,07
SLBCD;CAPA DE PROTECAO SLPDNR IP65 MAX BOTTON;100;R$ 6,72;4;9,75;R$ 0,65
SLBCR;CAPA DE PROTECAO SLPRN IP65 Max Botton;100;R$ 3,24;4;9,75;R$ 0,31
SQ2K;CX BOTOEIRA BOX BOTTON 110x75x57.5mm 2x22.5mm IP65;1;R$ 29,23;7;9,75;R$ 2,84
SQ3K;CX BOTOEIRA BOX BOTTON 145x75x57.5mm 3x22.5mm IP65;1;R$ 38,37;7;9,75;R$ 3,74
SQ1K;CX BOTOEIRA BOX BOTTON 75x75x57.5mm 1x22.5mm IP65;1;R$ 24,97;7;9,75;R$ 2,43
PQ05K;CX BOX BOTTON 215x75x54mm 2xM20 DIAM.5x22.5;1;R$ 113,57;4;9,75;R$ 11,07
S900BR101;PEDAL STECKELETRIC CAPA TRAV 1NA+1NF;1;R$ 365,83;7;9,75;R$ 35,66
S900BR107;PEDAL STECKELETRIC CAPA TRAV 2NA+2NF;1;R$ 464,79;7;9,75;R$ 45,31
S900BR101D;PEDAL STECKELETRIC DUPLO 1NA+1NF IP65;1;R$ 878,75;4;9,75;R$ 85,67
S900BR02;PEDAL STECKELETRIC S/CAPA TRAVA 1NA+1NF;1;R$ 310,50;7;9,75;R$ 30,27
SLPPTN8FP;PLAQUETA DE IDENTIFICACAO 22.5MM Max Botton FP;50;R$ 3,79;7;9,75;R$ 0,36
SLPPTN8;PLAQUETA DE IDENTIFICACAO 22.5mm Max Botton;100;R$ 3,29;4;9,75;R$ 0,32
SPTE1;PLAQUETA EMERGENCIA D-40 AM C/ GRAVACAO MAX BOTTON;1;R$ 7,52;4;9,75;R$ 0,73
SPTE2;PLAQUETA EMERGENCIA D-60 AM C/ GRAVACAO MAX BOTTON;1;R$ 12,29;4;9,75;R$ 1,19
SLDS1103;SINAL LED 110V AM Max Botton;10;R$ 5,91;4;9,75;R$ 0,57
SLDS1104;SINAL LED 110V AZ MAX BOTTON;10;R$ 7,62;4;9,75;R$ 0,74
SLDS1104FP;SINAL LED 110V AZ Max Botton FLOW PACK;30;R$ 2,68;4;9,75;R$ 0,26
SLDS1105;SINAL LED 110V BR Max Botton;10;R$ 8,57;4;9,75;R$ 0,83
SLDS1105FP;SINAL LED 110V BR Max Botton FLOW PACK;30;R$ 23,90;7;9,75;R$ 2,33
SLDS1102;SINAL LED 110V VD Max Botton;10;R$ 6,05;4;9,75;R$ 0,58
SLDS1102FP;SINAL LED 110V VD Max Botton FLOW PACK;30;R$ 5,98;4;9,75;R$ 0,58
SLDS1101;SINAL LED 110V VM Max Botton;10;R$ 5,75;4;9,75;R$ 0,56
SLDS1101FP;SINAL LED 110V VM Max Botton FLOW PACK;30;R$ 6,16;4;9,75;R$ 0,60
SLDS123;SINAL LED 12V AM Max Botton;10;R$ 4,51;4;9,75;R$ 0,43
SLDS124;SINAL LED 12V AZ Max Botton;10;R$ 7,71;4;9,75;R$ 0,75
SLDS125;SINAL LED 12V BR MAX BOTTON;10;R$ 10,54;4;9,75;R$ 1,02
SLDS122;SINAL LED 12V VD Max Botton;10;R$ 6,27;4;9,75;R$ 0,61
SLDS121;SINAL LED 12V VM Max Botton;10;R$ 7,90;4;9,75;R$ 0,77
SLDS2203;SINAL LED 220V AM Max Botton;10;R$ 6,21;4;9,75;R$ 0,60
SLDS2203FP;SINAL LED 220V AM Max Botton FLOW PACK;30;R$ 6,39;4;9,75;R$ 0,62
SLDS2204;SINAL LED 220V AZ Max Botton;10;R$ 7,79;4;9,75;R$ 0,75
SLDS2204FP;SINAL LED 220V AZ Max Botton FLOW PACK;30;R$ 6,64;4;9,75;R$ 0,64
SLDS2205;SINAL LED 220V BR Max Botton;10;R$ 8,87;4;9,75;R$ 0,86
SLDS2205FP;SINAL LED 220V BR Max Botton FLOW PACK;30;R$ 9,31;4;9,75;R$ 0,90
SLDS2202;SINAL LED 220V VD Max Botton;10;R$ 6,16;4;9,75;R$ 0,60
SLDS2202FP;SINAL LED 220V VD Max Botton FLOW PACK;30;R$ 6,47;4;9,75;R$ 0,63
SLDS2201;SINAL LED 220V VM Max Botton;10;R$ 6,21;4;9,75;R$ 0,60
SLDS2201FP;SINAL LED 220V VM Max Botton FLOW PACK;30;R$ 6,54;4;9,75;R$ 0,63
SLDS243;SINAL LED 24V AM Max Botton;10;R$ 6,08;4;9,75;R$ 0,59
SLDS244;SINAL LED 24V AZ Max Botton;10;R$ 8,32;4;9,75;R$ 0,81
SLDS245;SINAL LED 24V BR MAX BOTTON;10;R$ 9,10;4;9,75;R$ 0,88
SLDS242;SINAL LED 24V VD Max Botton;10;R$ 6,39;4;9,75;R$ 0,62
SLDS241;SINAL LED 24V VM Max Botton;10;R$ 6,41;4;9,75;R$ 0,62
SLDS3803;SINAL LED 380V AM Max Botton;10;R$ 5,96;4;9,75;R$ 0,58
SLDS3805;SINAL LED 380V BR Max Botton;10;R$ 15,12;4;9,75;R$ 1,47
SLDS3802;SINAL LED 380V VD Max Botton;10;R$ 6,31;4;9,75;R$ 0,61
SLDS3801;SINAL LED 380V VM Max Botton;10;R$ 8,34;4;9,75;R$ 0,81
SLLSL3;SINAL LUMIN AM Max Botton;10;R$ 11,04;4;9,75;R$ 1,07
SLLML4;SINAL LUMIN AZ METALICO;10;R$ 23,61;4;9,75;R$ 2,30
SLLSL4;SINAL LUMIN AZ Max Botton;10;R$ 11,81;4;9,75;R$ 1,15
SLLML5;SINAL LUMIN BR METALICO;10;R$ 23,61;4;9,75;R$ 2,30
SLLSL5;SINAL LUMIN BR Max Botton;10;R$ 12,89;4;9,75;R$ 1,25
SLLML2;SINAL LUMIN VD METALICO Max Botton;10;R$ 22,91;4;9,75;R$ 2,23
SLLSL2;SINAL LUMIN VD Max Botton;10;R$ 3,33;4;9,75;R$ 0,32
SLLML1;SINAL LUMIN VM METALICO Max Botton;10;R$ 23,43;4;9,75;R$ 2,28
SLG1101;SINALEIRO CIGARRA 110V CA/CC VM Max Botton;8;R$ 17,78;4;9,75;R$ 1,73
SLG2201;SINALEIRO CIGARRA 220V CA VM Max Botton;8;R$ 16,17;4;9,75;R$ 1,57
SLG241;SINALEIRO CIGARRA 24V CA/CC VM MAX BOTTON;8;R$ 17,05;4;9,75;R$ 1,66
SLG3801;SINALEIRO CIGARRA 380V CA VM Max Botton;8;R$ 12,42;4;9,75;R$ 1,21
SLDS110Y;SINALIZADOR LED 110V AMARELO IP40;1;R$ 6,20;4;9,75;R$ 0,60
SLDS110B;SINALIZADOR LED 110V AZUL IP40;1;R$ 8,00;4;9,75;R$ 0,78
SLDS110W;SINALIZADOR LED 110V BRANCO IP40;1;R$ 8,99;4;9,75;R$ 0,87
SLDS110G;SINALIZADOR LED 110V VERDE IP40;1;R$ 6,03;4;9,75;R$ 0,58
SLDS110R;SINALIZADOR LED 110V VERMELHO IP40;1;R$ 6,36;4;9,75;R$ 0,62
SLDS012Y;SINALIZADOR LED 12V AMARELO IP40;1;R$ 4,73;4;9,75;R$ 0,46
SLDS012B;SINALIZADOR LED 12V AZUL IP40;1;R$ 8,11;4;9,75;R$ 0,79
SLDS012W;SINALIZADOR LED 12V BRANCO IP40;1;R$ 11,06;4;9,75;R$ 1,07
SLDS012G;SINALIZADOR LED 12V VERDE IP40;1;R$ 8,30;4;9,75;R$ 0,80
SLDS012R;SINALIZADOR LED 12V VERMELHO IP40;1;R$ 6,58;4;9,75;R$ 0,64
SLDS220Y;SINALIZADOR LED 220V AMARELO IP40;1;R$ 6,52;4;9,75;R$ 0,63
SLDS220B;SINALIZADOR LED 220V AZUL IP40;1;R$ 8,17;4;9,75;R$ 0,79
SLDS220W;SINALIZADOR LED 220V BRANCO IP40;1;R$ 9,31;4;9,75;R$ 0,90
SLDS220G;SINALIZADOR LED 220V VERDE IP40;1;R$ 6,52;4;9,75;R$ 0,63
SLDS220R;SINALIZADOR LED 220V VERMELHO IP40;1;R$ 6,47;4;9,75;R$ 0,63
SLDS024Y;SINALIZADOR LED 24V AMARELO IP40;1;R$ 6,39;4;9,75;R$ 0,62
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
SLDS024B;SINALIZADOR LED 24V AZUL IP40;1;R$ 8,73;4;9,75;R$ 0,85
SLDS024W;SINALIZADOR LED 24V BRANCO IP40;1;R$ 9,55;4;9,75;R$ 0,93
SLDS024G;SINALIZADOR LED 24V VERDE IP40;1;R$ 6,73;4;9,75;R$ 0,65
SLDS024R;SINALIZADOR LED 24V VERMELHO IP40;1;R$ 6,71;4;9,75;R$ 0,65
SLDS380Y;SINALIZADOR LED 380V AMARELO IP40;1;R$ 6,26;4;9,75;R$ 0,61
SLDS380B;SINALIZADOR LED 380V AZUL IP40;1;R$ 9,01;4;9,75;R$ 0,87
SLDS380W;SINALIZADOR LED 380V BRANCO IP40;1;R$ 15,88;4;9,75;R$ 1,54
SLDS380G;SINALIZADOR LED 380V VERDE IP40;1;R$ 8,77;4;9,75;R$ 0,85
SLDS380R;SINALIZADOR LED 380V VERMELHO IP40;1;R$ 6,63;4;9,75;R$ 0,64
SLG2208;SINALIZADOR SONORO AC 220V PRETO MAX BOTTON;8;R$ 13,95;4;9,75;R$ 1,36
SLG1108;SINALIZADOR SONORO AC/DC 110V PRETO;8;R$ 16,82;4;9,75;R$ 1,63
SLG248;SINALIZADOR SONORO AC/DC 24V PRETO Max Botton;8;R$ 24,43;4;9,75;R$ 2,38
SPL003001;SUPORTE PARA BLOCO 2 FUROS;1;R$ 8,70;4;9,75;R$ 0,84
SACBN10;ACB COSMOS FRAME 1600N 3P 1000A 690V 4NA+4NF UC-E;1;R$ 6.917,70;4;6,5;R$ 449,65
SACBN12;ACB COSMOS FRAME 1600N 3P 1250A 690V 4NA+4NF UC-E;1;R$ 7.264,61;4;6,5;R$ 472,19
SACBN16;ACB COSMOS FRAME 1600N 3P 1600A 690V 4NA+4NF UC-E;1;R$ 8.506,21;4;6,5;R$ 552,90
SACBN06;ACB COSMOS FRAME 1600N 3P 630A 690V 4NA+4NF UC-E;1;R$ 6.013,40;4;6,5;R$ 390,87
SACBN08;ACB COSMOS FRAME 1600N 3P 800A 690V 4NA+4NF UC-E;1;R$ 6.667,18;7;6,5;R$ 433,36
SACBH20;ACB COSMOS FRAME 4000H1 3P 2000A 690V 4NA+4NF UC-E;1;R$ 13.314,66;4;6,5;R$ 865,45
SACBH25;ACB COSMOS FRAME 4000H1 3P 2500A 690V 4NA+4NF UC-E;1;R$ 14.684,50;4;6,5;R$ 954,49
SACBH32;ACB COSMOS FRAME 4000H1 3P 3200A 690V 4NA+4NF UC-E;1;R$ 16.981,24;4;6,5;R$ 1.103,78
SACBH40;ACB COSMOS FRAME 4000H1 3P 4000A 690V 4NA+4NF UC-E;1;R$ 35.981,61;7;6,5;R$ 2.338,80
SSRMA;BOBINA DE DISPARO REMOTO ACB 230VAC 50/60HZ;1;R$ 184,44;4;9,75;R$ 17,98
SSRQA;BOBINA DE DISPARO REMOTO ACB 400VAC 50/60HZ;1;R$ 305,14;4;9,75;R$ 29,75
SSCMA;BOBINA DE FECHAMENTO ACB 230VAC 50/60HZ;1;R$ 244,55;4;9,75;R$ 23,84
SSCQA;BOBINA DE FECHAMENTO ACB 400VAC 50/60HZ;1;R$ 308,23;4;9,75;R$ 30,05
SUVQA;BOBINA DE MIN TENSAO ACB 400VAC 50/60HZ;1;R$ 520,19;4;0;R$ 0,00
SUVMA;BOBINA DE MIN TENSAO ACB COSMOS 230VAC 50/60HZ;1;R$ 202,09;4;0;R$ 0,00
SUVRQA;BOBINA DE MIN TENSAO C/ RETARDO ACB 400VAC 50/60HZ;1;R$ 888,31;4;0;R$ 0,00
SC3;CONECTOR CABOS 3 PIN;1;R$ 50,83;4;3,25;R$ 1,65
SAC4416A;CONTATO AUXILIAR FRAME 1600N 4NA+4NF;1;R$ 82,20;4;3,25;R$ 2,67
SAC4440A;CONTATO AUXILIAR FRAME 4000H1 4NA+4NF;1;R$ 278,82;4;3,25;R$ 9,06
SACF16A;CONTATO AUXILIAR PRONTO P/ FECHAR FRAME 1600N;1;R$ 56,74;4;3,25;R$ 1,84
SACF40A;CONTATO AUXILIAR PRONTO P/ FECHAR FRAME 4000H1;1;R$ 55,56;4;3,25;R$ 1,80
SCSF16A;CONTATO SINALIZADOR FALHA DE DISPARO FRAME 1600N;1;R$ 27,97;4;3,25;R$ 0,90
SCSF40A;CONTATO SINALIZADOR FALHA DE DISPARO FRAME 4000H1;1;R$ 70,45;4;3,25;R$ 2,28
SIC161A;INTERTRAVAMENTO CHAVE FRAME 1600N 1FECHO+1CHAVE;1;R$ 97,51;4;3,25;R$ 3,16
SIC162A;INTERTRAVAMENTO CHAVE FRAME 1600N 2FECHOS+2CHAVES;1;R$ 187,66;4;3,25;R$ 6,09
SIC163A;INTERTRAVAMENTO CHAVE FRAME 1600N 3FECHOS+3CHAVES;1;R$ 281,38;4;3,25;R$ 9,14
SIC401A;INTERTRAVAMENTO CHAVE FRAME 4000H1 1FECHO+1CHAVE;1;R$ 145,21;4;3,25;R$ 4,71
SIC402A;INTERTRAVAMENTO CHAVE FRAME 4000H1 2FECHOS+2CHAVES;1;R$ 190,76;4;3,25;R$ 6,19
SIC403A;INTERTRAVAMENTO CHAVE FRAME 4000H1 3FECHOS+3CHAVES;1;R$ 285,95;4;3,25;R$ 9,29
SIMA162A;INTERTRAVAMENTO MEC-ALAV FRAME 1600N FIXO P/ 2 ACB;1;R$ 1.840,67;4;3,25;R$ 59,82
SIMA402A;INTERTRAVAMENTO MEC-ALAV FRAME 4000H1 FIXO P/ 2ACB;1;R$ 1.067,53;4;3,25;R$ 34,69
SIMC162A;INTERTRAVAMENTO MEC-CABO FRAME 1600N FIXO P/ 2 ACB;1;R$ 1.067,52;4;3,25;R$ 34,69
SIMC402A;INTERTRAVAMENTO MEC-CABO FRAME 4000H1 FIXO P/ 2ACB;1;R$ 2.374,97;4;3,25;R$ 77,18
SIMC403A;INTERTRAVAMENTO MEC-CABO FRAME 4000H1 FIXO P/ 3ACB;1;R$ 7.590,07;4;3,25;R$ 246,67
SIS16A;ISOLADOR DE FASE FRAME 1600N FIXO;1;R$ 104,05;4;9,75;R$ 10,14
SIS40A;ISOLADOR DE FASE FRAME 4000H1 FIXO;1;R$ 609,41;4;9,75;R$ 59,41
SMT40MA;MODULO TRANSFORMADOR P/ UNID CONT 230VAC~24VCC;1;R$ 55,41;4;9,75;R$ 5,40
SMT40QA;MODULO TRANSFORMADOR P/ UNID CONT 400VAC~24VCC;1;R$ 55,41;4;9,75;R$ 5,40
SMOLD16A;MOLDURA PORTA ACB FRAME 1600N FIXO;1;R$ 171,76;4;9,75;R$ 16,74
SMOLD40A;MOLDURA PORTA ACB FRAME 4000H1 FIXO;1;R$ 263,54;4;9,75;R$ 25,69
SME40MA;MOTOR ELET ACIONAM ACB COSMOS FRAME 4000H1 230VAC;1;R$ 688,12;4;9,75;R$ 67,09
SME16MA;MOTOR ELET ACIONAMENTO ACB FRAME 1600N 230VAC;1;R$ 1.343,79;4;9,75;R$ 131,01
SME16QA;MOTOR ELET ACIONAMENTO ACB FRAME 1600N 400VAC;1;R$ 865,85;4;9,75;R$ 84,42
SME40QA;MOTOR ELET ACIONAMENTO ACB FRAME 4000H1 400VAC;1;R$ 527,77;4;9,75;R$ 51,45
STEH40A;TERMINAL DE CONEXAO EXTENDIDO HORIZ FRAME 4000H1;1;R$ 1.475,88;4;9,75;R$ 143,89
STEV40A;TERMINAL DE CONEXAO EXTENDIDO VERT FRAME 4000H1;1;R$ 1.414,95;4;9,75;R$ 137,95
STS16A;TERMINAL DE CONEXAO SPREADERS FRAME 1600N;1;R$ 1.346,25;4;9,75;R$ 131,25
STP16A;TERMINAL DE CONEXAO TRASEIRA HOR/VERT FRAME 1600N;1;R$ 549,56;4;9,75;R$ 53,58
STP40A;TERMINAL DE CONEXAO TRASEIRA HOR/VERT FRAME 4000H1;1;R$ 778,94;4;9,75;R$ 75,94
SUCE;UNIDADE DE CONTROLE ACB 24VCC TIPO-E;1;R$ 846,68;4;9,75;R$ 82,55
SSTB21;STRING BOX CC 1040VCC 16A 1/2E+1S IP67;1;R$ 361,96;7;0;R$ 0,00
SSTB22;STRING BOX CC 1040VCC 16A 1/2E+2S IP67;1;R$ 488,61;7;0;R$ 0,00
SSTB11;STRING BOX CC 1040VCC 32A 1E+1S IP67;1;R$ 316,71;7;0;R$ 0,00
SSTB31;STRING BOX CC 1040VCC 40A 3E+1S IP67;1;R$ 574,00;7;0;R$ 0,00
SSTB33;STRING BOX CC 1040VCC 40A 3E+3S IP67;1;R$ 798,42;7;0;R$ 0,00
SZ110;CAMPAINHA STECKER 110V 50/60HZ;1;R$ 31,84;4;15;R$ 4,77
SZ220;CAMPAINHA STECKER 220/240V 50/60HZ;1;R$ 49,91;4;15;R$ 7,48
SDCE61100;CHAVE SECC STECKER 1P 100A 230V 60HZ DIN;1;R$ 8,82;4;9,75;R$ 0,85
SDCE6132;CHAVE SECC STECKER 1P 32A 230V 60HZ DIN;1;R$ 13,34;4;9,75;R$ 1,30
SDCE6163;CHAVE SECC STECKER 1P 63A 230V 60HZ DIN;1;R$ 16,66;4;9,75;R$ 1,62
SDCE62100;CHAVE SECC STECKER 2P 100A 400V 60HZ DIN;1;R$ 19,42;4;9,75;R$ 1,89
SDCE6232;CHAVE SECC STECKER 2P 32A 400V 60HZ DIN;1;R$ 36,54;4;9,75;R$ 3,56
SDCE6263;CHAVE SECC STECKER 2P 63A 400V 60HZ DIN;1;R$ 16,85;4;9,75;R$ 1,64
SDCE63100;CHAVE SECC STECKER 3P 100A 400V 60HZ DIN;1;R$ 42,78;4;9,75;R$ 4,17
SDCE6332;CHAVE SECC STECKER 3P 32A 400V 60HZ DIN;1;R$ 44,71;4;9,75;R$ 4,35
SDCE6363;CHAVE SECC STECKER 3P 63A 400V 60HZ DIN;1;R$ 37,50;4;9,75;R$ 3,65
SDCE64100;CHAVE SECC STECKER 4P 100A 400V 60HZ DIN;18;R$ 48,86;4;9,75;R$ 4,76
SDCE6432;CHAVE SECC STECKER 4P 32A 400V 60HZ DIN;1;R$ 46,50;4;9,75;R$ 4,53
SW110M;MINUT STECKER 110V16A 30SEG/20MIN 50/60H;1;R$ 62,22;4;3,25;R$ 2,02
SW220M;MINUT STECKER 250V16A 30SEG/20MIN 50/60H;1;R$ 66,43;4;3,25;R$ 2,15
SCAUX160W2;ALARME AUXILIAR C/ FIO FRAME 160A E;1;R$ 40,79;4;9,75;R$ 3,97
SCAUX250W2;ALARME AUXILIAR C/ FIO FRAME 250A E;1;R$ 46,52;4;9,75;R$ 4,53
SCAUX630W2;ALARME AUXILIAR C/ FIO FRAME 400/630A E;1;R$ 60,48;4;9,75;R$ 5,89
STRD250;ALAVANCA ACION MANOP REDON MARKIS FRAME 250 T/A;1;R$ 63,32;4;9,75;R$ 6,17
STRD400;ALAVANCA ACION MANOP REDON MARKIS FRAME 400 T/A;1;R$ 42,37;4;9,75;R$ 4,13
STR100;ALAVANCA ACIONAMENTO MARKIS FRAME 100 GIRATORIA;1;R$ 19,17;4;9,75;R$ 1,86
PRODUTO;DESCRICAO;LOTE MINIMO;PRECO;%ICMS;%IPI;IPI
SDJP1600;ALAVANCA ROTATIVA ESTEND QUADRADA FRAME 1600;1;R$ 498,04;4;9,75;R$ 48,55
SDJP100;ALAVANCA ROTATIVA EXTERNA FRAME 100 3P/4P;1;R$ 91,03;4;9,75;R$ 8,87
SDJP250;ALAVANCA ROTATIVA EXTERNA FRAME 250 3P/4P;1;R$ 99,67;4;9,75;R$ 9,71
SDJP400;ALAVANCA ROTATIVA EXTERNA FRAME 400 3P/4P;1;R$ 111,09;4;9,75;R$ 10,83
SDJP63;ALAVANCA ROTATIVA EXTERNA FRAME 63 3P/4P;1;R$ 92,74;4;9,75;R$ 9,04
SDJP630;ALAVANCA ROTATIVA EXTERNA FRAME 630 3P/4P;1;R$ 125,78;4;9,75;R$ 12,26
SDJP800;ALAVANCA ROTATIVA EXTERNA FRAME 800 3P/4P;1;R$ 155,22;4;9,75;R$ 15,13
SDJI100;ALAVANCA ROTATIVA INTERNA FRAME 100 3P/4P;1;R$ 69,66;4;9,75;R$ 6,79
SDJI250;ALAVANCA ROTATIVA INTERNA FRAME 250 3P/4P;1;R$ 99,41;4;9,75;R$ 9,69
SDJI400;ALAVANCA ROTATIVA INTERNA FRAME 400 3P/4P;1;R$ 92,87;4;9,75;R$ 9,05
SDJI63;ALAVANCA ROTATIVA INTERNA FRAME 63 3P/4P;1;R$ 62,26;4;9,75;R$ 6,07
SDJI630;ALAVANCA ROTATIVA INTERNA FRAME 630 3P/4P;1;R$ 86,88;4;9,75;R$ 8,47
SDJI800;ALAVANCA ROTATIVA INTERNA FRAME 800 3P/4P;1;R$ 125,58;4;9,75;R$ 12,24
SBM160230;BOB MINIMA TENSAO 230V~ FR 160A 3P/4P;1;R$ 81,59;4;9,75;R$ 7,95
SBM250230;BOB MINIMA TENSAO 230V~ FR 250A 3P/4P;1;R$ 93,01;4;9,75;R$ 9,06
